user_id,screen_name,created_at,timestamp,text_tweet,amount_tweeted,language,location,primary_geo,borough
3716682377,techbeachinc,Fri Apr 20 17:00:01 +0000 2018,1524243601602,@ChesterPoGo We need trading.  Happily swap one for potions or a Tyranitar.,4.0,en,"London, England","Hillingdon, London, United Kingdom",Hillingdon
145636412,shabbadan,Fri Apr 20 17:00:02 +0000 2018,1524243602711,"Big up @subzeroplayaz in the place May the 6th ??? @ London, United Kingdom https://t.co/gwl5RH9b5a",8.0,en,every where u can imagine,"51.50711486, -0.12731805",Westminster
1266803563,trendinaliaGB,Fri Apr 20 17:00:03 +0000 2018,1524243603527,"? #VolunteerRecognitionDay
? Ivan Gazidis
? Roy Bentley
? #Friyay
? #FridayFeeIing
? #blackworkers
? Sir Alex Fergu https://t.co/LDoy1AuPz7",94.0,en,United Kingdom,"51.5063, -0.1271",Westminster
37911442,reverbe,Fri Apr 20 17:00:06 +0000 2018,1524243606113,@Pretty_Octopus WHAT?  This is 2018 people have tattoos.  Is the place where you live that small minded???,12.0,en,,"Hillingdon, London, United Kingdom",Hillingdon
18454062,amelb8,Fri Apr 20 17:00:07 +0000 2018,1524243607684,Do all self-tanning products smell like biscuits?,6.0,en,"London, England","Wandsworth, London, United Kingdom",Wandsworth
325177777,BeaJareno,Fri Apr 20 17:00:10 +0000 2018,1524243610825,"Ring for Elke! One wax ring ready for casting :)#.
.
.
.
.
#beajareno #beajarenojewellery https://t.co/Gx7ip6i0N2",1.0,en,"London, UK","51.50711486, -0.12731805",Westminster
4699560638,eurotravellerJP,Fri Apr 20 17:00:10 +0000 2018,1524243610936,"?????????????
????????or ????????????????????????????????????????

????????????????????????????

?????me too??????? https://t.co/1Aa6xTkmSE",4.0,ja,"Malmo, Sweden / London, UK","City of London, London, United Kingdom",City of London
2510694083,conroydpscb,Fri Apr 20 17:00:11 +0000 2018,1524243611742,"@CharlesDagnall I don't go to the T20 cricket at Lords or the Oval, so I will take your advice &amp; not watch this lud https://t.co/2c8vOoMsHt",1.0,en,,"Eltham, London, United Kingdom",Greenwich
282561702,albsar1970,Fri Apr 20 17:00:14 +0000 2018,1524243614832,Friday Night in the Best City in the World! ?????? #London https://t.co/RGA6j7anUf,4.0,en,"London, England","Trafalgar Square, United Kingdom",Westminster
2163089458,DireccionRodri,Fri Apr 20 17:00:16 +0000 2018,1524243616152,Happy weekend everyone...Feliz finde a tod@s... https://t.co/aarD06365q,1.0,en,En un pelo del mundo,"Heathrow Express Terminal 5, Reino Unido",Hillingdon
526861740,AlexPeacheyy,Fri Apr 20 17:00:17 +0000 2018,1524243617958,"Two fierce humans, and me ? Love my fave gays ? @ Heaven - London https://t.co/hmds9wDh8K",1.0,en,,"51.50807387, -0.12424346",Westminster
183502428,yenuec,Fri Apr 20 17:00:19 +0000 2018,1524243619990,MI VIDA TRATANDO DE GRABAR CUANDO MAYA ESTA DESPIERTA ??? ??? AQUÍ GRABANDO EL VIDEO Que estará https://t.co/qjCoHiui0D,1.0,es,"Londres, Inglaterra","51.50711486, -0.12731805",Westminster
1053226646,HanMeetsWorld,Fri Apr 20 17:00:22 +0000 2018,1524243622419,Basking before the #UKBA18! https://t.co/3lNG63dM03,1.0,en,"London, United Kingdom","Grosvenor Square, United Kingdom",Westminster
342880093,MattiePowell,Fri Apr 20 17:00:26 +0000 2018,1524243626942,#TeamPurple #LondonMarathon https://t.co/YnTbM130la,4.0,und,"London, England","Ealing, London, United Kingdom",Ealing
2920509777,Mirambella,Fri Apr 20 17:00:29 +0000 2018,1524243629020,"A parte de que no hablan de que ya hay sobre población, no hay trabajo para todos y el camino de la sociedad es ten https://t.co/5It3GHHoaZ",1.0,es,"Stratford, London","Walthamstow, London, Reino Unido",Waltham Forest
1168793599,SAbdullahNizami,Fri Apr 20 17:00:32 +0000 2018,1524243632068,??????? ???? ???? ??? ?????? ???? ?? ?????? ?? ?????? ?? ??? ?????? ???. https://t.co/9Xc161wDDJ,1.0,ps,,"Hillingdon, London, United Kingdom",Hillingdon
296397227,AfricaWorldNews,Fri Apr 20 17:00:32 +0000 2018,1524243632239,Is Patrick Viera the right man to take charge at Arsenal after Arsene Wenger? @ Emirates Stadium https://t.co/EODbVnrYtv,1.0,en,Dublin,"51.55505155, -0.10847324",Islington
317979988,coffeewithlewis,Fri Apr 20 17:00:33 +0000 2018,1524243633080,"This weeks feature is Lucas aka @LucasOfficialM, a coffee colossus hailing from Rome! Talking https://t.co/UlnXAgvHtw",1.0,en,London,"51.50711486, -0.12731805",Westminster
21238201,Johnny_Lightful,Fri Apr 20 17:00:37 +0000 2018,1524243637237,@ahanepaul @footymishmash @grandoldteam Very cool,1.0,en,"London, England","Poplar, London, United Kingdom",Tower Hamlets
17016516,markhayo,Fri Apr 20 17:00:39 +0000 2018,1524243639817,"A nice chap apparently willing to put allegiance to his dimwit, perfidious leader above concern for the people of https://t.co/SlqKEYCxtN",5.0,en,Kensington,"Kensington, London, United Kingdom",Kensington and Chelsea
214628738,edhoppitt,Fri Apr 20 17:00:39 +0000 2018,1524243639445,No wings for #WingFriday but a great view of #Dubai taking off today. #BA104 #Aviation https://t.co/jbJTrsqw7k,1.0,en,,"Hillingdon, London, United Kingdom",Hillingdon
2927554381,HolyTrinitySW19,Fri Apr 20 17:00:44 +0000 2018,1524243644828,"Gilly said she'd love a new house as a leaving gift - so here it is
#newbuild #HomeSweetHome #lego - with https://t.co/baSptmJHIf",1.0,en,"The Broadway, SW19 1SB","Merton, London, United Kingdom",Merton
95217106,gazeeebo64,Fri Apr 20 17:00:45 +0000 2018,1524243645774,@Anjie2006 What is wrong with you?,43.0,en,"Barnet, London","Barnet, London, United Kingdom",Barnet
