,category,name,lon,lat,day,open,close
0,restaurants,La Porchetta Pollo Bar,-0.130298037090699,51.5136346213443,3,720,0
1,restaurants,Fuckoffee,-0.0812485,51.4993814,3,420,1140
2,restaurants,Bodean's,-0.13711100353483,51.462083824343,3,720,1380
3,restaurants,Royal China,-0.155250194816181,51.5178304458283,3,720,1380
4,restaurants,Princi,-0.134387051472991,51.5138629586873,3,480,0
5,restaurants,Sake No Hana,-0.1392329553479,51.506677921246,3,1080,1380
6,restaurants,Pizza Metro Pizza,-0.1661898002693,51.460922896098,3,1080,1380
7,restaurants,Poppies,-0.1439009,51.5409693,3,660,0
8,restaurants,Spuntino,-0.133808,51.512205,3,720,60
9,restaurants,Dumplings' Legend,-0.131604999303818,51.5118217468262,3,690,1410
10,restaurants,Wahaca,-0.135030033674326,51.5185498585848,3,720,1380
11,restaurants,Ye Olde Cheshire Cheese,-0.107315,51.5143449,3,660,1380
12,restaurants,Portobello Ristorante Pizzeria,-0.197994,51.510158,3,1080,1380
13,restaurants,La Fromagerie,-0.152211421569433,51.5198559022117,3,480,1170
14,restaurants,Abu Zaad,-0.164480370707586,51.5163498013287,3,540,1380
15,restaurants,Arepa & Co,-0.0802071,51.5373195,3,600,1350
16,restaurants,Taberna do Mercado,-0.0747024939347884,51.5197434697765,3,720,1320
17,restaurants,Friends of Ours,-0.0836995,51.5291189,3,480,1020
18,restaurants,Boqueria,-0.12713936531653,51.459870028924,3,1020,1380
19,restaurants,Satay House,-0.169519,51.517626,3,1080,1380
20,restaurants,Hawksmoor Seven Dials,-0.12567396291297,51.5134998914001,3,1020,1350
21,restaurants,Cinnamon Kitchen,-0.0785229,51.5169345,3,1080,1380
22,restaurants,Beach Blanket Babylon,-0.198986,51.5143249,3,720,0
23,restaurants,Bosphorus Kebabs,-0.1762272,51.4929609,3,660,1410
24,restaurants,Dans Le Noir,-0.1062015,51.522811,3,1110,0
25,restaurants,Riverford at The Duke of Cambridge,-0.0987110343933182,51.5345940382283,3,720,1410
26,restaurants,Granger & Co,-0.19779915622354,51.514646148453,3,420,1380
27,restaurants,Mem & Laz,-0.1032254,51.5376911,3,720,1410
28,restaurants,Bageriet,-0.1261821,51.5119236,3,540,1140
29,restaurants,Kaffeine,-0.137167,51.5168726,3,450,1080
30,restaurants,MerazCafe Karahi House,-0.071025,51.520193,3,660,1380
31,restaurants,Seashell of Lisson Grove,-0.165982,51.522795,3,720,1350
32,restaurants,Zayna,-0.158385,51.514952,3,1020,1350
33,restaurants,Tea and Tattle,-0.126817002892494,51.5178680419922,3,540,1110
34,restaurants,Wild Food Cafe,-0.126376003026962,51.5145721435547,3,690,1260
