user_id;screen_name;created_at;timestamp;text_tweet;amount_tweeted;language;location;primary_geo
3073337325;Barmybuilder;Thu Apr 26 22:00:01 +0000 2018;1.52478E+12;@emerpatten And the bleeding obvious the wind rush generation aren’t illegal not stated;3;en;West Hampstead London ;Camden Town, London, United Kingdom
2827419681;SolarSchols;Thu Apr 26 22:00:01 +0000 2018;1.52478E+12;#weatherhutton #essex Fairly fine, showers likely Temp 9.2°C Humid 80% Wind 0.0mph --- Baro 1014.50 hPa Steady Rain Today 0.4mm;8;en;Hutton, England;51.63166667, 0.35861111
404401437;ThurrockWeather;Thu Apr 26 22:00:01 +0000 2018;1.52478E+12;"26/2300 
Fcast:Fairly fine, showers likely
Temp:9.4°C/WindChill:9.4°C
Rain2Day0.0mm
Baro:1016.0hpa Steady
WindGust 5.2mph SW
Sunset:20";8;en;South Ockendon, Essex;51.49972222, 0.25027778
763182900;NHSPathways;Thu Apr 26 22:00:03 +0000 2018;1.52478E+12;@NHSCCIO @SarahFWilkinson How about... #NHSPathways? ? Over 14 million urgent calls triaged each year, 24/7 via… https://t.co/WaQrGOrdMT;2;en;England, United Kingdom;England, United Kingdom, United Kingdom
102712513;simonwfarrow;Thu Apr 26 22:00:03 +0000 2018;1.52478E+12;Wind 0.0 mph N. Barometer 1040.0 mb, Steady. Temperature 6.7 °C. Rain today 0.0mm. Humidity 88%;8;en;;51.77472222, 0.40388889
367022159;sgweather1;Thu Apr 26 22:00:04 +0000 2018;1.52478E+12;7.3°C Wind:0.7mph Pressure:1017.0hpa Falling slowly Rain today:0.0mm UV:0 Forecast:Fine, possible showers. 0.0 Lux;15;en;Seer Green;51.61722222, -0.60111111
152434344;NewhavenTownWx;Thu Apr 26 22:00:04 +0000 2018;1.52478E+12;Wind 0.0 kts N. Barometer 1016.1 hPa, Falling slowly. Temperature 10.4 °C. Rain today 721.1mm. Humidity 80%;8;en;;50.8, 0.04666667
968795630;MGlassup;Thu Apr 26 22:00:04 +0000 2018;1.52478E+12;hanworthvilla v hrbfc #villiansvbeavers #charitycup… https://t.co/wvyQL4qsDd;1;und;;51.43298889, -0.39658611
1894834147;JanayaNoonan;Thu Apr 26 22:00:05 +0000 2018;1.52478E+12;Spooky Box Club Unboxing - The Tales of Terror -  March 2018 https://t.co/zGY7PWPHEC via @YouTube;1;en;Herts UK ;East, England, United Kingdom
54169015;RossLydall;Thu Apr 26 22:00:06 +0000 2018;1.52478E+12;Gosh, the FT is following an Evening Standard @JonPrynn story on its front page. @ChrisGiles_ must be so proud https://t.co/NLZSxWtjbe;1;en;London;Walthamstow, London, United Kingdom
17117206;neapel;Thu Apr 26 22:00:06 +0000 2018;1.52478E+12;erinnert ihr euch noch als die ganzen SKEPTIKER 2008 die ganze Zeit über Esoterik herzogen? Warum haben die nie ein… https://t.co/U6J7HGKK8U;2;de;London, England;Camden Town, London, United Kingdom
4860978641;insufferableJ75;Thu Apr 26 22:00:07 +0000 2018;1.52478E+12;I would just like to say to you guys I love you. The support you both give me so kind and selfless. Maximum respect… https://t.co/u3lg1AQUMT;3;en;London, England;Greenwich, London, United Kingdom
215334094;Trickya25;Thu Apr 26 22:00:09 +0000 2018;1.52478E+12;My thoughts exactly https://t.co/qiISZHHAtM;1;en;Shropshire/The Home of Footbal;Enfield, London, United Kingdom
72588786;L4zick;Thu Apr 26 22:00:10 +0000 2018;1.52478E+12;Dlugosc spotkania 10/10 #taktrzymac https://t.co/zbh6aGfXmN;1;pl;world wide web;East, England, United Kingdom
51127294;SarinaKiayani;Thu Apr 26 22:00:11 +0000 2018;1.52478E+12;@L0zGriffiths @ellamaria_x OMG I remember this!!;1;en;Islington, London;Islington, London, United Kingdom
401476203;KatherineLJ23;Thu Apr 26 22:00:11 +0000 2018;1.52478E+12;So I was in the room where it happened tonight and my mind has been blown! ??? when can I see it again?!… https://t.co/OKzZNxGklm;1;en;;London, England, United Kingdom
40962194;LisaMillar;Thu Apr 26 22:00:12 +0000 2018;1.52478E+12;After a couple of false starts to the finish line (due to events outside his control) Alexander Downer signs off. https://t.co/3d0nqMcWmW;1;en;Australia;Camberwell, London, United Kingdom
1553279137;ImRichTea;Thu Apr 26 22:00:14 +0000 2018;1.52478E+12;OMFG!!!! https://t.co/DZQHVvNHuG;1;en;Essex Born - London Living;Poplar, London, United Kingdom
9.28014E+17;FlockEnsemble;Thu Apr 26 22:00:14 +0000 2018;1.52478E+12;Hear hear!! https://t.co/S8gjFg9dty;1;en;Walthamstow, London;Tottenham, London, United Kingdom
460511774;123ab78;Thu Apr 26 22:00:18 +0000 2018;1.52478E+12;or its lit https://t.co/0oRnO68QGK;4;en;MK ?;Brent, London, United Kingdom
221537027;jlsantos28;Thu Apr 26 22:00:19 +0000 2018;1.52478E+12;@Maria_MartinM El problema és como las ganais! Todos los equipos de Europa ya saben como gana el Madrid! Asta lo ca… https://t.co/1paxldWTdW;1;es;London, England;Merton, London, Reino Unido
191117563;hollyy_mitchell;Thu Apr 26 22:00:20 +0000 2018;1.52478E+12;Laaaard give me strength https://t.co/PjuRtaDgNH;1;en;Ldn / Nn2;Bexley, London, United Kingdom
8.03658E+17;coffeeshopguts;Thu Apr 26 22:00:21 +0000 2018;1.52478E+12;@kattparry hey thanks for letting me hang out with you guys tonight xx;1;en;london;Ealing, London, United Kingdom
52372299;pauljallen;Thu Apr 26 22:00:22 +0000 2018;1.52478E+12;@AlasdairGold @NewSpursStadium we will;1;en;London, England;Camden Town, London, United Kingdom
1183461062;AliPrejean;Thu Apr 26 22:00:22 +0000 2018;1.52478E+12;"Oliver scored 10 goals in footie tonight, &amp; i had a wheezing attack from doing burpees at the gym ?????";1;en;?London living,?? TX raised;Poplar, London, United Kingdom
2919973936;Brettservice;Thu Apr 26 22:00:23 +0000 2018;1.52478E+12;??? theellenshow @chancetherapper @ London, United Kingdom https://t.co/7hpNnXXMvw;1;en;London, Kent;51.50711486, -0.12731805
636336590;chloeenglish5;Thu Apr 26 22:00:25 +0000 2018;1.52478E+12;You know when you just can’t sleep? Nerves for tomorrow?;2;en;Epsom, South East;Epsom, South East, United Kingdom
404029669;Maddy_shine;Thu Apr 26 22:00:25 +0000 2018;1.52478E+12;?????? @fionakellyphoto https://t.co/nhseKrwbYp;1;und;Henley / London / Bristol;South East, England, United Kingdom
23366418;BryanGodfree;Thu Apr 26 22:00:25 +0000 2018;1.52478E+12;22:49 Temp. 10.5°C, Hum. 71%, Dewp. 4.3°C, Bar. 1012.6 hpa, Rain Today 0.0994 mm, Wind 191° 0.6 m/s;8;en;Staines, Middlesex, UK;51.44488024, -0.46974621
8.37653E+17;Ed_7991;Thu Apr 26 22:00:27 +0000 2018;1.52478E+12;@AntoGriezmann @AtletiFR @Atleti @EuropaLeague Wenger out;1;en;London, England;London, England, United Kingdom
225562530;wonggy88;Thu Apr 26 22:00:27 +0000 2018;1.52478E+12;@webb_matt I’ve been really into this honey mead of late.....;1;en;;Watford, East, United Kingdom
795607159;akayanks;Thu Apr 26 22:00:28 +0000 2018;1.52478E+12;Koscielny kicking the ball into his own face to assist Griezemann, after Mustafi had the chance to clear the ball e… https://t.co/pauzl7PAQQ;1;en;london;Camberwell, London, United Kingdom
96809430;TheThirstyBee;Thu Apr 26 22:00:32 +0000 2018;1.52478E+12;@superconsole Looks great ?;1;en;London;Hackney, London, United Kingdom
2275653809;Yslaslondon;Thu Apr 26 22:00:33 +0000 2018;1.52478E+12;New golfer in the clan... ? ?? @ Burhill Golf Club https://t.co/vL8wSkG2Ij;1;en;London;51.35291596, -0.41795254
3437126326;actresshannahb;Thu Apr 26 22:00:35 +0000 2018;1.52478E+12;So lucky to have seen two fantastic shows this week!! The Woman in Black and 42nd Street were both absolutely incre… https://t.co/1np3GXJcUM;1;en;;Lewisham, London, United Kingdom
413401022;madlawyermum;Thu Apr 26 22:00:39 +0000 2018;1.52478E+12;Illegal immigration is a different debate. Windrush are not illegal migrants. Stop muddying the waters  #bbcqt;2;en;London;Southall, London, United Kingdom
19098324;carscribe;Thu Apr 26 22:00:41 +0000 2018;1.52478E+12;@PhillTromans You do indeed! ?;4;en;South East  England;Bromley, London, United Kingdom
220490400;MaisieGoldney;Thu Apr 26 22:00:43 +0000 2018;1.52478E+12;@SoChivalry @forduk @SGMWupdates No worries! Have a great trip!;1;en;Stratford;Hackney, London, United Kingdom
750230124;SergioSV96;Thu Apr 26 22:00:43 +0000 2018;1.52478E+12;"H É R O E S,
FELIZ CUMPLEAÑOS ATLÉTICO DE MADRID ??? en Emirates Stadium of Arsenal, North London https://t.co/qWu6vydoVO";1;es;Madrid;51.5097101, -0.1278746
274599704;andy_fc1;Thu Apr 26 22:00:44 +0000 2018;1.52478E+12;A game we’re we missed a lot of chances and had no options on the bench gutted we conceded the away goal .... #afc #emiratesstadium;1;en;North london;Enfield, London, United Kingdom
143088336;pollyabarnes;Thu Apr 26 22:00:44 +0000 2018;1.52478E+12;YES @irisworldwide !!!! Iris Culture does it again ??? #BTSIA https://t.co/S585iHfxEN;1;en;London;Richmond, London, United Kingdom
1266546516;Sabzou_;Thu Apr 26 22:00:48 +0000 2018;1.52478E+12;Y’a qu’à Camden que je me suis sentie chez moi de dingue;1;fr;13093;Paddington, London, Royaume-Uni
9.74628E+17;Musician484;Thu Apr 26 22:00:48 +0000 2018;1.52478E+12;"""Hot in Cleveland"", this is one wacky American Sitcom.
#AmazonPrimeVideo #TeamChromebook #NowStreaming ?";1;en;Peckham, London;London, England, United Kingdom
89202487;speedupdating;Thu Apr 26 22:00:51 +0000 2018;1.52478E+12;Strewth... ? this news from @RuthDavidsonMSP https://t.co/tC7OpVQxhS;1;en;Wales;Southall, London, United Kingdom
3386661574;xL_Klutch;Thu Apr 26 22:00:51 +0000 2018;1.52478E+12;Grinding draft for TOTS preperation!! https://t.co/xOOSJt82Lt;1;en;;Romford, London, United Kingdom
2583099437;tobagodream;Thu Apr 26 22:00:52 +0000 2018;1.52478E+12;#bbcqt If Amber Rudd does not resign for a failing to do her job, it makes you wonder what Michael Fallon had to hi… https://t.co/Nnb242kdZc;1;en;;Merton, London, United Kingdom
4063745781;DavidWa32830883;Thu Apr 26 22:00:52 +0000 2018;1.52478E+12;"Tell @Kathleen_Wynne to phase out bottled water permits and stop @Nestle from sucking Ontario dry.
 https://t.co/NIzft4LjFi";2;en;;Whyteleafe, South East, United Kingdom
323441816;BingoBongo1970;Thu Apr 26 22:00:52 +0000 2018;1.52478E+12;@LDNCAB Hahaha, thats my just mon-fri gaff. You should see my weekend padd......?;1;en;;Walthamstow, London, United Kingdom
19711240;kt19weather;Thu Apr 26 22:00:54 +0000 2018;1.52478E+12;23:00 BST: temperature 9.1°C, humidity 80%, wind S 2.1 mph ave, 6.0 mph gust, rain 0.0 mm/hr, pressure 1015.2 hPa f… https://t.co/RxgDeSSRoE;8;en;Stoneleigh / Ewell / Epsom, Su;51.365, -0.251
52185456;TheEquals;Thu Apr 26 22:00:56 +0000 2018;1.52478E+12;Actual real life humans are buying our record. Like...lots of them ???;1;en;Hackney, London;Hackney, London, United Kingdom
1164285332;kerrykure;Thu Apr 26 22:00:57 +0000 2018;1.52478E+12;course https://t.co/t4Ay9MTs4u;1;en;;South East, England, United Kingdom
4040483387;callicramed;Thu Apr 26 22:00:57 +0000 2018;1.52478E+12;@AmandMcLoughlin @PennyMordaunt @OmarRazzaz @MarwanHamade Sorry to prick your bubble Amanda but @PennyMordaunt utte… https://t.co/aFuDQotNfC;1;en;London, England;Hammersmith, London, United Kingdom
8.30333E+17;luke_a_connolly;Thu Apr 26 22:00:57 +0000 2018;1.52478E+12;#bbcqt the comedian once again speaking the most sense;5;en;London, England;Poplar, London, United Kingdom
612656776;BillyQue_B;Thu Apr 26 22:01:05 +0000 2018;1.52478E+12;9 Days To ?? Saturday 5th May 2018 lighthouse Camberwell London SE5 0DP .. ALLSTAR AFROBEAT… https://t.co/TZUKLtVuaN;3;en;london;51.41666667, -0.03333333
252808498;pantelis_14;Thu Apr 26 22:01:09 +0000 2018;1.52478E+12;To be fair, for 82 mins it was;2;en;Enfield, London;Enfield, London, United Kingdom
582005794;m54hmed;Thu Apr 26 22:01:11 +0000 2018;1.52478E+12;@odysseuslahori ??? ?? ????? ????? ?? ?? ! ??? ?? ??? ???? ??? ?? ???? ????? ????? ?? ??? ???? ?????? ????? ?? ???… https://t.co/JKdeE6B5Dx;2;ur;London;Hounslow, London, United Kingdom
27268753;maxwellwoodger;Thu Apr 26 22:01:12 +0000 2018;1.52478E+12;More Pembridge canvassing tonight, 1 week to go until the local elections! @KCFConservative @LdnConservative… https://t.co/x2dZByai72;1;en;London, UK;Kensington, London, United Kingdom
440238027;rubysmithhx;Thu Apr 26 22:01:19 +0000 2018;1.52478E+12;Josh needs to hurry up and make me a house wife Cos I am fed up with this working shit????????;1;en;;Harefield, London, United Kingdom
173150937;OhLottie;Thu Apr 26 22:01:20 +0000 2018;1.52478E+12;@munchcorp @purpleMash You can choose the level of control.;4;en;South London, UK;Whyteleafe, South East, United Kingdom
308525118;ashbeauchamp;Thu Apr 26 22:01:23 +0000 2018;1.52478E+12;@PJGuitar They all die. But there’s a plot twist where they all live.;1;en;All over the place. ;Lewisham, London, United Kingdom
147159518;effeed;Thu Apr 26 22:01:25 +0000 2018;1.52478E+12;carsi'nin ekmegini yemeye calisan bir yonetimin alacagi karar buydu zaten! zira kaldi ki carsi, malesef talihsiz bi… https://t.co/to6n6v8OgK;2;tr;London, England;Tottenham, London, United Kingdom
3945375917;muratser16;Thu Apr 26 22:01:29 +0000 2018;1.52478E+12;@yirmidorttv Kan emici sülükler çekilirmi bölgeyi biraz daha kar??d?rs?nlar emelleri ne ula?amad? daha abd.;1;tr;;Hillingdon, London, United Kingdom
134096101;kgbgold;Thu Apr 26 22:01:29 +0000 2018;1.52478E+12;Remember the days you prayed for what you have now.  ??. Thanking God for life;2;en;East london;East Ham, London, United Kingdom
